AirportCode,CityCode,CountryCode,LocationType,Latitude,Longitude,TimeZoneId,UtcOffset,Names
MZT,MZT,MX,Airport,23.1614,-106.2661,America/Mazatlan,-6.0,Mazatlan
NAG,NAG,IN,Airport,21.0922,79.0472,Asia/Kolkata,5.5,Nagpur
NAN,NAN,FJ,Airport,-17.755,177.4436,Pacific/Fiji,12.0,Nadi International
NAP,NAP,IT,Airport,40.8844,14.2908,Europe/Rome,2.0,Naples - Capodichino
NAS,NAS,BS,Airport,25.0389,-77.4661,America/Nassau,-4.0,Nassau - International
NAT,NAT,BR,Airport,-5.7681,-35.3761,America/Belem,-3.0,Natal
NAV,NAV,TR,Airport,38.7719,34.5344,Europe/Istanbul,3.0,Nevsehir
NBC,NBC,RU,Airport,55.5667,52.1,Europe/Moscow,3.0,Nishnekamsk
NBE,NBE,TN,Airport,36.0756,10.4383,Africa/Tunis,1.0,Enfidha - Hammamet
NBO,NBO,KE,Airport,-1.319166667,36.92777778,Africa/Nairobi,3.0,Nairobi - Jomo Kenyatta International
NCE,NCE,FR,Airport,43.6653,7.215,Europe/Paris,2.0,Nice
NCL,NCL,GB,Airport,55.0375,-1.6917,Europe/London,1.0,Newcastle International
NDG,NDG,CN,Airport,47.2397,123.9181,Asia/Shanghai,8.0,Qiqihar
NDJ,NDJ,TD,Airport,12.1336,15.0339,Africa/Ndjamena,1.0,Ndjamena
NDR,NDR,MA,Airport,34.9889,-3.0283,Africa/Casablanca,1.0,Nador
NGB,NGB,CN,Airport,29.8267,121.4619,Asia/Shanghai,8.0,Ningbo
NGO,NGO,JP,Airport,35.25166667,136.9275,Asia/Tokyo,9.0,Nagoya
NGS,NGS,JP,Airport,32.9169,129.9136,Asia/Tokyo,9.0,Nagasaki
NIM,NIM,NE,Airport,13.4811,2.1767,Africa/Niamey,1.0,Niamey
NKC,NKC,MR,Airport,18.0978,-15.9481,Africa/Nouakchott,0.0,Nouakchott
NKG,NKG,CN,Airport,31.7419,118.8619,Asia/Shanghai,8.0,Nanjing
NLA,NLA,ZM,Airport,-12.9978,28.6661,Africa/Lusaka,2.0,Ndola
NLK,NLK,NF,Airport,-29.0417,167.9386,Pacific/Norfolk,11.0,Norfolk Island
NLP,NLP,ZA,Airport,-25.5,30.9167,Africa/Johannesburg,2.0,Nelspruit
NNG,NNG,CN,Airport,22.6083,108.1725,Asia/Shanghai,8.0,Nanning
NNM,NNM,RU,Airport,67.6403,53.1225,Europe/Moscow,3.0,Naryan-Mar
NOC,NOC,IE,Airport,53.9103,-8.8186,Europe/Dublin,1.0,Knock - Ireland West
NOS,NOS,MG,Airport,-13.3119,48.3147,Indian/Antananarivo,3.0,Nosy-Be Fascene
NOU,NOU,NC,Airport,-22.0144,166.2131,Pacific/Noumea,11.0,Noumea - La Tontouta
NPE,NPE,NZ,Airport,-39.4644,176.8678,Pacific/Auckland,12.0,Napier/Hastings
NQN,NQN,AR,Airport,-38.9489,-68.1558,America/Argentina/Buenos_Aires,-3.0,Neuquen
NQY,NQY,GB,Airport,50.4433,-5.0017,Europe/London,1.0,Newquay
NRK,NRK,SE,Airport,58.5861,16.2486,Europe/Stockholm,2.0,Norrkoping
NRN,DUS,DE,Airport,51.6025,6.1422,Europe/Berlin,2.0,Duesseldorf Weeze Airport
NRT,TYO,JP,Airport,35.7647,140.3864,Asia/Tokyo,9.0,Tokyo - Narita
NSI,YAO,CM,Airport,3.7225,11.5533,Africa/Douala,1.0,Yaounde - Nsimalen Airport
NSN,NSN,NZ,Airport,-41.2967,173.2242,Pacific/Auckland,12.0,Nelson
NST,NST,TH,Airport,8.5397,99.9447,Asia/Bangkok,7.0,Nakhon Si Thammarat
NTE,NTE,FR,Airport,47.1569,-1.6078,Europe/Paris,2.0,Nantes
NTG,NTG,CN,Airport,32.0722,120.9803,Asia/Shanghai,8.0,Nantong
NTQ,NTQ,JP,Airport,37.2925,136.9589,Asia/Tokyo,9.0,Noto Airport
NUE,NUE,DE,Airport,49.4986,11.0669,Europe/Berlin,2.0,Nuremberg
NVA,NVA,CO,Airport,2.9503,-75.2939,America/Bogota,-5.0,Neiva Benito Salas
NVT,NVT,BR,Airport,-26.88,-48.6514,America/Sao_Paulo,-3.0,Navegantes
OAJ,OAJ,US,Airport,34.7083,-77.4397,America/New_York,-4.0,"Jacksonville, North Carolina"
OAK,OAK,US,Airport,37.7214,-122.2208,America/Los_Angeles,-7.0,"Oakland International, CA"
OAX,OAX,MX,Airport,17.0028,-96.725,America/Mexico_City,-5.0,Oaxaca
OBO,OBO,JP,Airport,42.7333,143.2167,Asia/Tokyo,9.0,Obihiro
ODS,ODS,UA,Airport,46.4267,30.6764,Europe/Kiev,3.0,Odessa
OER,OER,SE,Airport,63.4083,18.99,Europe/Stockholm,2.0,Ornskoldsvik
OGG,OGG,US,Airport,20.8986,-156.4306,Pacific/Honolulu,-10.0,"Kahului, HI"
OGU,OGU,TR,Airport,40.9669,38.0858,Europe/Istanbul,3.0,Ordu Giresun
OGZ,OGZ,RU,Airport,43.205,44.6067,Europe/Moscow,3.0,Vladikavkaz
OIM,OIM,JP,Airport,34.7819,139.3603,Asia/Tokyo,9.0,Oshima
OIT,OIT,JP,Airport,33.4794,131.7372,Asia/Tokyo,9.0,Oita
OKA,OKA,JP,Airport,26.1958,127.6458,Asia/Tokyo,9.0,Okinawa - Naha
OKC,OKC,US,Airport,35.3931,-97.6008,America/Chicago,-5.0,"Oklahoma City - Will Rodgers World, OK"
OKJ,OKJ,JP,Airport,34.7569,133.8553,Asia/Tokyo,9.0,Okayama
OLB,OLB,IT,Airport,40.8986,9.5178,Europe/Rome,2.0,Olbia
OMA,OMA,US,Airport,41.3031,-95.8942,America/Chicago,-5.0,"Omaha - Eppley Airfield, NE"
OME,OME,US,Airport,64.5122,-165.4453,America/Anchorage,-8.0,Nome
OMO,OMO,BA,Airport,43.2828,17.8458,Europe/Sarajevo,2.0,Mostar
ONJ,ONJ,JP,Airport,40.1919,140.3714,Asia/Tokyo,9.0,Odate Noshiro
ONT,ONT,US,Airport,34.0561,-117.6011,America/Los_Angeles,-7.0,"Ontario International, CA"
OOL,OOL,AU,Airport,-28.1644,153.5047,Australia/Brisbane,10.0,"Gold Coast, Queensland"
OPO,OPO,PT,Airport,41.2356,-8.6781,Europe/Lisbon,1.0,Porto
ORB,ORB,SE,Airport,59.2236,15.0381,Europe/Stockholm,2.0,Orebro
ORD,CHI,US,Airport,41.9786,-87.9047,America/Chicago,-5.0,"Chicago - O'Hare International, IL"
ORF,ORF,US,Airport,36.8947,-76.2011,America/New_York,-4.0,"Norfolk International, VA"
ORK,ORK,IE,Airport,51.8414,-8.4911,Europe/Dublin,1.0,Cork
ORY,PAR,FR,Airport,48.7233,2.3794,Europe/Paris,2.0,Paris
OSD,OSD,SE,Airport,63.1944,14.5003,Europe/Stockholm,2.0,Ostersund
OSI,OSI,HR,Airport,45.4628,18.8103,Europe/Zagreb,2.0,Osijek
OSL,OSL,NO,Airport,60.1939,11.1003,Europe/Oslo,2.0,Oslo
OTH,OTH,US,Airport,43.4172,-124.2461,America/Los_Angeles,-7.0,North Bend Southwest Oregon Rgnl
OTP,BUH,RO,Airport,44.5722,26.1022,Europe/Bucharest,3.0,Bucharest – Henri Coanda
OTZ,OTZ,US,Airport,66.8886,-162.5942,America/Anchorage,-8.0,Kotzebue
OUA,OUA,BF,Airport,12.3533,-1.5125,Africa/Ouagadougou,0.0,Ouagadougou
OUL,OUL,FI,Airport,64.93,25.3544,Europe/Helsinki,3.0,Oulu
OXB,OXB,GW,Airport,11.8947,-15.6536,Africa/Bissau,0.0,Bissau
OXR,OXR,US,Airport,34.2,-119.2,America/Los_Angeles,-7.0,Oxnard/Ventura
OZH,OZH,UA,Airport,47.8669,35.3156,Europe/Kiev,3.0,Zaporizhia Mokraya Intl
PAD,PAD,DE,Airport,51.61166667,8.615277778,Europe/Berlin,2.0,Paderborn
PAH,PAH,US,Airport,37.0603,-88.7731,America/Chicago,-5.0,Paducah
PAP,PAP,HT,Airport,18.58,-72.2925,America/Port-au-Prince,-4.0,Port Au Prince Toussaint Louverture
PAS,PAS,GR,Airport,37.0103,25.1286,Europe/Athens,3.0,Paros
PAT,PAT,IN,Airport,25.5914,85.0881,Asia/Kolkata,5.5,Patna
PBC,PBC,MX,Airport,19.1581,-98.3714,America/Mexico_City,-5.0,Puebla
PBG,PBG,US,Airport,44.6525,-73.4689,America/New_York,-4.0,Plattsburgh International
PBI,PBI,US,Airport,26.6831,-80.0956,America/New_York,-4.0,"West Palm Beach International, FL"
PDL,PDL,PT,Airport,37.7411,-25.6978,Atlantic/Azores,0.0,Ponta Delgada Joao Paulo Ii
PDP,PDP,UY,Airport,-34.8569,-55.1008,America/Montevideo,-3.0,Punta Del Este
PDX,PDX,US,Airport,45.5886,-122.5975,America/Los_Angeles,-7.0,"Portland International, OR"
PEE,PEE,RU,Airport,57.9144,56.0211,Asia/Yekaterinburg,5.0,Perm
PEG,PEG,IT,Airport,43.0972,12.5103,Europe/Rome,2.0,Perugia
PEI,PEI,CO,Airport,4.8128,-75.7394,America/Bogota,-5.0,Pereira
PEK,BJS,CN,Airport,40.08,116.5844,Asia/Shanghai,8.0,Beijing (BJS) - Capital
PEM,PEM,PE,Airport,-12.6164,-69.2292,America/Lima,-5.0,Puerto Maldonado Padre Aldamiz Intl
PEN,PEN,MY,Airport,5.2972,100.2767,Asia/Kuala_Lumpur,8.0,Penang - International
PER,PER,AU,Airport,-31.9403,115.9669,Australia/Perth,8.0,Perth
PEW,PEW,PK,Airport,33.9939,71.5144,Asia/Karachi,5.0,Peshawar
PFN,PFN,US,Airport,30.2289,-85.6828,America/Panama,-5.0,Panama City - Bay County
PFO,PFO,CY,Airport,34.7181,32.4858,Asia/Nicosia,3.0,Paphos
PGA,PGA,US,Airport,36.9242,-111.4478,America/Phoenix,-7.0,Page
PGV,PGV,US,Airport,35.6358,-77.3842,America/New_York,-4.0,"Greenville, North Carolina - Pitt/Greenville"
PHC,PHC,NG,Airport,5.0156,6.9497,Africa/Lagos,1.0,Port Harcourt International
PHF,PHF,US,Airport,37.1319,-76.4931,America/New_York,-4.0,"Newport News - Hampton, Virginia"
PHL,PHL,US,Airport,39.8719,-75.2411,America/New_York,-4.0,"Philadelphia International, PA"
PHW,PHW,ZA,Airport,-23.9369,31.1561,Africa/Johannesburg,2.0,Phalaborwa
PHX,PHX,US,Airport,33.4342,-112.0117,America/Phoenix,-7.0,"Phoenix - Sky Harbor International, AZ"
PIA,PIA,US,Airport,40.6642,-89.6933,America/Chicago,-5.0,"Peoria, IL"
PIR,PIR,US,Airport,44.3828,-100.2858,America/Chicago,-5.0,Pierre
PIT,PIT,US,Airport,40.4914,-80.2328,America/New_York,-4.0,"Pittsburgh International, PA"
PKB,PKB,US,Airport,39.345,-81.4392,America/New_York,-4.0,Parkersburg/Marietta
PKU,PKU,ID,Airport,0.4608,101.4444,Asia/Jakarta,7.0,Pekanbaru
PLM,PLM,ID,Airport,-2.8983,104.7,Asia/Jakarta,7.0,Palembang
PLQ,PLQ,LT,Airport,55.9733,21.0939,Europe/Vilnius,3.0,Klaipeda/Palanga Palanga International
PLS,PLS,TC,Airport,21.7736,-72.2658,America/Grand_Turk,-4.0,Providenciales International
PLZ,PLZ,ZA,Airport,-33.985,25.6172,Africa/Johannesburg,2.0,Port Elizabeth
PMC,PMC,CL,Airport,-41.4389,-73.0939,America/Santiago,-4.0,Puerto Montt
PMI,PMI,ES,Airport,39.5517,2.7389,Europe/Madrid,2.0,Palma de Mallorca
PMO,PMO,IT,Airport,38.1819,13.0994,Europe/Rome,2.0,Palermo
PMR,PMR,NZ,Airport,-40.32,175.6136,Pacific/Auckland,12.0,Palmerston North
PMV,PMV,VE,Airport,10.9131,-63.9675,America/Caracas,-4.0,Porlamar
PNA,PNA,ES,Airport,42.77055556,-1.647222222,Europe/Madrid,2.0,Pamplona
PNH,PNH,KH,Airport,11.5467,104.8442,Asia/Phnom_Penh,7.0,Phnom-Penh
PNI,PNI,FM,Airport,6.9853,158.2089,Pacific/Kosrae,11.0,Pohnpei International
PNL,PNL,IT,Airport,36.815,11.9681,Europe/Rome,2.0,Pantelleria
PNQ,PNQ,IN,Airport,18.5822,73.9197,Asia/Kolkata,5.5,Pune
PNR,PNR,CG,Airport,-4.8161,11.8867,Africa/Brazzaville,1.0,Pointe Noire
PNS,PNS,US,Airport,30.4733,-87.1867,America/Chicago,-5.0,Pensacola Municipal
PNZ,PNZ,BR,Airport,-9.3625,-40.5692,America/Araguaina,-3.0,Petrolina Senador Nilo Coelho
POA,POA,BR,Airport,-29.9944,-51.1714,America/Sao_Paulo,-3.0,Porto Alegre
POL,POL,MZ,Airport,-12.9867,40.5225,Africa/Maputo,2.0,Pemba
POP,POP,DO,Airport,19.7578,-70.57,America/Santo_Domingo,-4.0,Puerto Plata
POS,POS,TT,Airport,10.5953,-61.3372,America/Port_of_Spain,-4.0,Port Of Spain Piarco International
POZ,POZ,PL,Airport,52.4211,16.8264,Europe/Warsaw,2.0,Poznan
PPT,PPT,PF,Airport,-17.5539,-149.6072,Pacific/Tahiti,-10.0,Papeete
PRC,PRC,US,Airport,34.6544,-112.4197,America/Phoenix,-7.0,Prescott Ernest A. Love Field
PRG,PRG,CZ,Airport,50.1008,14.26,Europe/Prague,2.0,"Prague, Václav Havel Airport"
PRN,PRN,RS,Airport,42.57527778,21.03638889,Europe/Belgrade,2.0,"Pristina, Kosovo"
PSA,PSA,IT,Airport,43.6828,10.3956,Europe/Rome,2.0,Pisa
PSC,PSC,US,Airport,46.2667,-119.1167,America/Los_Angeles,-7.0,"Pasco, WA"
PSG,PSG,US,Airport,56.8022,-132.9436,America/Anchorage,-8.0,Petersburg
PSO,PSO,CO,Airport,1.3961,-77.2911,America/Bogota,-5.0,Pasto Antonio Narino
PSP,PSP,US,Airport,33.8297,-116.5067,America/Los_Angeles,-7.0,"Palm Springs Municipal, CA"
PSS,PSS,AR,Airport,-27.3858,-55.9706,America/Argentina/Buenos_Aires,-3.0,Posadas
PTG,UTT,ZA,Airport,-23.8453,29.4586,Africa/Johannesburg,2.0,Polokwane
PTP,PTP,GP,Airport,16.2653,-61.5319,America/Guadeloupe,-4.0,Pointe-A-Pitre
PTY,PTY,PA,Airport,9.07,-79.38361111,America/Panama,-5.0,Panama City - Tocumen International
PUB,PUB,US,Airport,38.2892,-104.4967,America/Denver,-6.0,Pueblo
PUJ,PUJ,DO,Airport,18.5675,-68.3633,America/Santo_Domingo,-4.0,Punta Cana
PUQ,PUQ,CL,Airport,-53.0028,-70.8547,America/Santiago,-4.0,Punta Arenas
PUS,PUS,KR,Airport,35.1767,128.9425,Asia/Seoul,9.0,Busan Gimhae Int' l Airport
PUW,PUW,US,Airport,46.7436,-117.1111,America/Los_Angeles,-7.0,Pullman/Moscow
PUY,PUY,HR,Airport,44.8936,13.9222,Europe/Zagreb,2.0,Pula
PVD,PVD,US,Airport,41.725,-71.4258,America/New_York,-4.0,Providence
PVG,SHA,CN,Airport,31.1433,121.8053,Asia/Shanghai,8.0,Shanghai - Pu Dong
PVH,PVH,BR,Airport,-8.7092,-63.9022,America/Porto_Velho,-4.0,Porto Velho
PVK,PVK,GR,Airport,38.9256,20.7653,Europe/Athens,3.0,Preveza/Lefkada
PVR,PVR,MX,Airport,20.68,-105.2542,America/Mexico_City,-5.0,Puerto Vallarta
PWM,PWM,US,Airport,43.6461,-70.3092,America/New_York,-4.0,"Portland Intl, ME"
PXO,PXO,PT,Airport,33.0708,-16.3497,Europe/Lisbon,1.0,Porto Santo
PZB,PZB,ZA,Airport,-29.6489,30.3986,Africa/Johannesburg,2.0,Pietermaritzburg
PZO,PZO,VE,Airport,8.2886,-62.7603,America/Caracas,-4.0,Puerto Ordaz
QDU,DUS,DE,Airport,51.2203,6.7931,Europe/Berlin,2.0,Dusseldorf - Train Station
QKL,CGN,DE,RailwayStation,50.9433,6.9583,Europe/Berlin,2.0,Cologne - Railway Station
QKU,CGN,DE,RailwayStation,50.9406,6.9744,Europe/Berlin,2.0,"Cologne, Messe Deutz Railway Station"
QRO,QRO,MX,Airport,20.6172,-100.1856,America/Mexico_City,-5.0,Queretaro
QUL,QUL,DE,RailwayStation,48.3997,9.9833,Europe/Berlin,2.0,Ulm Rail Station
QWU,QWU,DE,RailwayStation,49.7886,9.9364,Europe/Berlin,2.0,Wuerzburg Rail Station
RAI,RAI,CV,Airport,14.9414,-23.4847,Atlantic/Cape_Verde,-1.0,Praia
RAJ,RAJ,IN,Airport,22.3092,70.7794,Asia/Kolkata,5.5,Rajkot
RAK,RAK,MA,Airport,31.6069,-8.0364,Africa/Casablanca,1.0,Marrakech
RAO,RAO,BR,Airport,-21.1342,-47.7742,America/Sao_Paulo,-3.0,Ribeirao Preto
RAP,RAP,US,Airport,44.0431,-103.0569,America/Denver,-6.0,Rapid City Regional
RAR,RAR,CK,Airport,-21.2028,-159.7983,Pacific/Rarotonga,-10.0,Rarotonga
RCB,RCB,ZA,Airport,-28.7411,32.0922,Africa/Johannesburg,2.0,Richards Bay
RCH,RCH,CO,Airport,11.5261,-72.9258,America/Bogota,-5.0,Riohacha Aimirante Padilla
RDD,RDD,US,Airport,40.5089,-122.2933,America/Los_Angeles,-7.0,Redding
RDM,RDM,US,Airport,44.2542,-121.15,America/Los_Angeles,-7.0,Redmond
RDU,RDU,US,Airport,35.8778,-78.7875,America/New_York,-4.0,"Raleigh/Durham, NC"
REC,REC,BR,Airport,-8.125833333,-34.92388889,America/Belem,-3.0,Recife - Guararapes International
REG,REG,IT,Airport,38.0719,15.6536,Europe/Rome,2.0,Reggio Calabria - Tito Menniti
REL,REL,AR,Airport,-43.2106,-65.2703,America/Argentina/Buenos_Aires,-3.0,Trelew
REP,REP,KH,Airport,13.4106,103.8128,Asia/Phnom_Penh,7.0,Siem Reap
RES,RES,AR,Airport,-27.45,-59.0561,America/Argentina/Buenos_Aires,-3.0,Resistencia
RGL,RGL,AR,Airport,-51.6089,-69.3128,America/Argentina/Buenos_Aires,-3.0,Rio Gallegos International
RGN,RGN,MM,Airport,16.9072,96.1333,Asia/Rangoon,6.5,Yangon
RHO,RHO,GR,Airport,36.4056,28.0861,Europe/Athens,3.0,Rhodes Diagoras Airport
RIC,RIC,US,Airport,37.5053,-77.3197,America/New_York,-4.0,"Richmond - Byrd Field International, VA"
RIS,RIS,JP,Airport,45.2419,141.1864,Asia/Tokyo,9.0,Rishiri
RIW,RIW,US,Airport,43.0656,-108.46,America/Denver,-6.0,Riverton
RIX,RIX,LV,Airport,56.9236,23.9711,Europe/Riga,3.0,Riga
RJK,RJK,HR,Airport,45.2169,14.5703,Europe/Zagreb,2.0,Rijeka
RKS,RKS,US,Airport,41.5947,-109.0656,America/Denver,-6.0,Rock Springs
RLG,RLG,DE,Airport,53.91805556,12.27833333,Europe/Berlin,2.0,Rostock-Laage
RMF,RMF,EG,Airport,25.5572,34.5836,Africa/Cairo,2.0,Marsa Alam
RMI,RMI,IT,Airport,44.0194,12.6094,Europe/Rome,2.0,Rimini
RNB,RNB,SE,Airport,56.2667,15.265,Europe/Stockholm,2.0,Ronneby
RNO,RNO,US,Airport,39.4992,-119.7681,America/Los_Angeles,-7.0,"Reno - Cannon International, NV"
ROA,ROA,US,Airport,37.3256,-79.9756,America/New_York,-4.0,"Roanoke, VA"
ROB,MLW,LR,Airport,6.2339,-10.3622,Africa/Monrovia,0.0,Monrovia - Robertsville International
ROC,ROC,US,Airport,43.1189,-77.6725,America/New_York,-4.0,"Rochester, NY"
ROR,ROR,PW,Airport,7.3672,134.5442,Pacific/Palau,9.0,Koror Palau International
ROS,ROS,AR,Airport,-32.9036,-60.7844,America/Argentina/Buenos_Aires,-3.0,Rosario
ROT,ROT,NZ,Airport,-38.1069,176.3164,Pacific/Auckland,12.0,Rotorua
ROV,ROV,RU,Airport,47.2583,39.8181,Europe/Moscow,3.0,Rostov-on-Don
RPR,RPR,IN,Airport,21.1803,81.7389,Asia/Kolkata,5.5,Raipur
RST,RST,US,Airport,43.9103,-92.4967,America/Chicago,-5.0,Rochester Municipal
RSU,RSU,KR,Airport,34.8422,127.6169,Asia/Seoul,9.0,Yeosu
RSW,FMY,US,Airport,26.5361,-81.7553,America/New_York,-4.0,"Fort Myers - SW Florida Region, FL"
RTB,RTB,HN,Airport,16.3169,-86.5231,America/Tegucigalpa,-6.0,Roatan
RTM,RTM,NL,Airport,51.9531,4.4308,Europe/Amsterdam,2.0,Rotterdam
RUH,RUH,SA,Airport,24.9578,46.6989,Asia/Riyadh,3.0,Riyadh - King Khaled International
RZE,RZE,PL,Airport,50.11,22.0189,Europe/Warsaw,2.0,Rzeszow
SAC,SAC,US,Airport,38.5167,-121.5,America/Los_Angeles,-7.0,Sacramento Executive
SAF,SAF,US,Airport,35.6167,-106.0833,America/Denver,-6.0,Santa Fe Municipal
SAH,SAH,YE,Airport,15.4764,44.2197,Asia/Aden,3.0,Sana'a International
SAL,SAL,SV,Airport,13.4408,-89.0558,America/El_Salvador,-6.0,San Salvador - El Salvador International
SAN,SAN,US,Airport,32.73361111,-117.1866667,America/Los_Angeles,-7.0,"San Diego Lindberg Field, CA"
SAP,SAP,HN,Airport,15.4528,-87.9236,America/Tegucigalpa,-6.0,San Pedro Sula
SAT,SAT,US,Airport,29.5336,-98.4697,America/Chicago,-5.0,"San Antonio International, TX"
SAV,SAV,US,Airport,32.1275,-81.2022,America/New_York,-4.0,"Savannah International, GA"
SAW,IST,TR,Airport,40.8986,29.3092,Europe/Istanbul,3.0,Istanbul Sabiha Gokcen Airport
SBA,SBA,US,Airport,34.4261,-119.8403,America/Los_Angeles,-7.0,"Santa Barbara Municipal, CA"
SBN,SBN,US,Airport,41.7047,-86.3131,America/Indiana/Indianapolis,-4.0,South Bend
SBP,CSL,US,Airport,35.2369,-120.6419,America/Los_Angeles,-7.0,"San Luis Obispo County, CA"
SBW,SBW,MY,Airport,2.2642,111.9825,Asia/Kuala_Lumpur,8.0,Sibu
SBY,SBY,US,Airport,38.3406,-75.5103,America/New_York,-4.0,Salisbury
SBZ,SBZ,RO,Airport,45.7856,24.0914,Europe/Bucharest,3.0,Sibiu International
SCC,SCC,US,Airport,70.1947,-148.4653,America/Anchorage,-8.0,Prudhoe Bay/Deadhorse
SCE,SCE,US,Airport,40.8506,-77.8472,America/New_York,-4.0,State College
SCL,SCL,CL,Airport,-33.3931,-70.7858,America/Santiago,-4.0,Santiago - Arturo Merino Benitez
SCN,SCN,DE,Airport,49.2147,7.1106,Europe/Berlin,2.0,Saarbruecken - Ensheim
SCO,AKX,KZ,Airport,43.86,51.0919,Asia/Oral,5.0,Aktau
SCQ,SCQ,ES,Airport,42.895,-8.415,Europe/Madrid,2.0,Santiago de Compostela
SCW,SCW,RU,Airport,61.6469,50.845,Europe/Moscow,3.0,Syktyvkar
SCY,SCY,EC,Airport,-0.9103,-89.6175,Pacific/Galapagos,-6.0,San Cristobal Island San Cristobal
SDA,SCN,DE,BusStation,49.2775,7.0272,Asia/Baghdad,3.0,Saarbruecken - Dudweiler Bus Station
SDF,SDF,US,Airport,38.1744,-85.7361,America/New_York,-4.0,"Louisville International, KY"
SDJ,SDJ,JP,Airport,38.1397,140.9169,Asia/Tokyo,9.0,Sendai
SDK,SDK,MY,Airport,5.9014,118.0611,Asia/Kuala_Lumpur,8.0,Sandakan
SDL,SDL,SE,Airport,62.5281,17.4439,Europe/Stockholm,2.0,Sundsvall
SDQ,SDQ,DO,Airport,18.4297,-69.6689,America/Santo_Domingo,-4.0,Santo Domingo - Las Americas
SDU,RIO,BR,Airport,-22.9106,-43.1631,America/Sao_Paulo,-3.0,Rio de Janeiro - Santos Dumont
SEA,SEA,US,Airport,47.4489,-122.3094,America/Los_Angeles,-7.0,"Seattle - Seattle/Tacoma International, WA"
SEN,LON,GB,Airport,51.5714,0.6956,Europe/London,1.0,London Southend Apt
SEZ,SEZ,SC,Airport,-4.6744,55.5219,Indian/Mahe,4.0,Mahe Island - Seychelles International
SFN,SFN,AR,Airport,-31.7108,-60.8114,America/Argentina/Buenos_Aires,-3.0,Santa Fe
SFO,SFO,US,Airport,37.6189,-122.3917,America/Los_Angeles,-7.0,"San Francisco International, CA"
SFT,SFT,SE,Airport,64.6247,21.0769,Europe/Stockholm,2.0,Skelleftea
SGF,SGF,US,Airport,37.2456,-93.3886,America/Chicago,-5.0,Springfield Branson
SGN,SGN,VN,Airport,10.8189,106.6519,Asia/Ho_Chi_Minh,7.0,Ho Chi Minh City
SGU,SGU,US,Airport,37.0906,-113.5931,America/Denver,-6.0,Saint George
SHA,SHA,CN,Airport,31.1978,121.3364,Asia/Urumqi,6.0,Shanghai Hongqiao International Apt
SHB,SHB,JP,Airport,43.5775,144.96,Asia/Tokyo,9.0,Nakashibetsu
SHC,SHC,ET,Airport,14.0794,38.2714,Africa/Addis_Ababa,3.0,Inda Selassie
SHE,SHE,CN,Airport,41.6397,123.4833,Asia/Shanghai,8.0,Shenyang Taoxian International Airport
SHJ,SHJ,AE,Airport,25.3286,55.5172,Asia/Dubai,4.0,Sharjah
SHL,SHL,IN,Airport,25.7036,91.9775,Asia/Kolkata,5.5,Shillong
SHR,SHR,US,Airport,44.7692,-106.9803,America/Denver,-6.0,Sheridan
SHV,SHV,US,Airport,32.4472,-93.8289,America/Chicago,-5.0,Shreveport Regional
SIA,SIA,CN,Airport,34.3761,109.1239,Asia/Shanghai,8.0,Xi'An - Xiguan
SID,SID,CV,Airport,16.7414,-22.9494,Atlantic/Cape_Verde,-1.0,Sal Island Amilcar Cabral International
SIN,SIN,SG,Airport,1.3592,103.9894,Asia/Singapore,8.0,Singapore - Changi International
SIR,SIR,CH,Airport,46.2225,7.34,Europe/Zurich,2.0,Sion
SIS,SIS,ZA,Airport,-27.65,23.0,Africa/Johannesburg,2.0,Sishen
SIT,SIT,US,Airport,57.0472,-135.3617,America/Anchorage,-8.0,Sitka
SJC,SJC,US,Airport,37.3625,-121.9289,America/Los_Angeles,-7.0,"San Jose, California"
SJD,SJD,MX,Airport,23.1519,-109.7211,America/Mazatlan,-6.0,San Jose del Cabo - Los Cabos
SJJ,SJJ,BA,Airport,43.8247,18.3314,Europe/Sarajevo,2.0,Sarajevo
SJO,SJO,CR,Airport,9.9939,-84.2089,America/Costa_Rica,-6.0,San Jose - Juan Santamaria International
SJP,SJP,BR,Airport,-20.8167,-49.4064,America/Sao_Paulo,-3.0,Sao Jose Do Rio Preto
SJU,SJU,PR,Airport,18.4394,-66.0019,America/Puerto_Rico,-4.0,San Juan - Luis Munoz Marin International
SJW,SJW,CN,Airport,38.2806,114.6972,Asia/Urumqi,6.0,Shijiazhuang Zhengding International
SKB,SKB,KN,Airport,17.3111,-62.7186,America/St_Kitts,-4.0,St Kitts Robert L Bradshaw Intl
SKG,SKG,GR,Airport,40.52083333,22.97222222,Europe/Athens,3.0,Thessaloniki
SKP,SKP,MK,Airport,41.9617,21.6214,Europe/Skopje,2.0,Skopje
SLA,SLA,AR,Airport,-24.8597,-65.4869,America/Argentina/Buenos_Aires,-3.0,Salta
SLC,SLC,US,Airport,40.7883,-111.9778,America/Denver,-6.0,"Salt Lake City International, UT"
SLP,SLP,MX,Airport,22.2542,-100.9308,America/Mexico_City,-5.0,San Luis Potosi
SLW,SLW,MX,Airport,25.5439,-100.9283,America/Mexico_City,-5.0,Saltillo
SLZ,SLZ,BR,Airport,-2.5853,-44.2342,America/Belem,-3.0,Sao Luiz
SMF,SAC,US,Airport,38.6956,-121.5908,America/Los_Angeles,-7.0,"Sacramento Metropolitan, CA"
SMI,SMI,GR,Airport,37.69,26.9117,Europe/Athens,3.0,Samos
SMR,SMR,CO,Airport,11.1197,-74.2306,America/Bogota,-5.0,Santa Marta
